InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Category,Quantity,UnitPrice,Revenue
C506334,2022-04-29,11630,United Kingdom,P0096,Office,2,81.46,162.92
C506334,2022-04-29,11630,United Kingdom,P0295,Music,1,8.63,8.63
C506175,2022-04-30,11583,Netherlands,P0130,Music,2,69.69,139.38
C501248,2022-04-30,10333,United Kingdom,P0365,Tools,5,8.06,40.3
C508880,2022-04-30,12300,Spain,P0148,Home & Garden,1,9.34,9.34
C505869,2022-04-30,11499,France,P0272,Baby,2,31.38,62.76
C504005,2022-05-01,11006,Netherlands,P0009,Office,3,35.36,106.08
C501773,2022-05-01,10457,Germany,P0082,Pet Supplies,5,112.21,561.05
C508101,2022-05-01,12093,United Kingdom,P0340,Health,3,19.79,59.37
C501773,2022-05-01,10457,Germany,P0052,Clothing,3,5.81,17.43
C508101,2022-05-01,12093,United Kingdom,P0392,Baby,4,2.23,8.92
C504005,2022-05-01,11006,Netherlands,P0045,Music,4,21.14,84.56
C508101,2022-05-01,12093,United Kingdom,P0092,Electronics,1,6.84,6.84
C500930,2022-05-01,10254,United Kingdom,P0078,Tools,2,9.89,19.78
C500930,2022-05-01,10254,United Kingdom,P0194,Tools,3,4.93,14.79
C501773,2022-05-01,10457,Germany,P0398,Food & Grocery,2,19.45,38.9
C502592,2022-05-02,10667,United Kingdom,P0177,Clothing,1,30.94,30.94
C502592,2022-05-02,10667,United Kingdom,P0209,Sports & Outdoors,4,67.25,269.0
C502592,2022-05-02,10667,United Kingdom,P0399,Home & Garden,3,15.43,46.29
C500236,2022-05-02,10065,United Kingdom,P0051,Jewelry,5,44.34,221.7
C502592,2022-05-02,10667,United Kingdom,P0179,Clothing,3,8.1,24.3
C500236,2022-05-02,10065,United Kingdom,P0102,Office,5,4.64,23.2
C500236,2022-05-02,10065,United Kingdom,P0086,Jewelry,1,10.56,10.56
C500236,2022-05-02,10065,United Kingdom,P0260,Automotive,6,4.91,29.46
C504046,2022-05-02,11018,United Kingdom,P0045,Music,1,21.07,21.07
C500236,2022-05-02,10065,United Kingdom,P0136,Home & Garden,5,22.74,113.7
C509565,2022-05-03,12486,Germany,P0119,Sports & Outdoors,4,5.58,22.32
C509565,2022-05-03,12486,Germany,P0063,Automotive,6,34.45,206.7
C509565,2022-05-03,12486,Germany,P0053,Music,2,8.49,16.98
C509565,2022-05-03,12486,Germany,P0060,Clothing,5,41.21,206.05
C509565,2022-05-03,12486,Germany,P0394,Clothing,5,29.47,147.35
C509565,2022-05-03,12486,Germany,P0096,Office,1,81.08,81.08
C509565,2022-05-03,12486,Germany,P0281,Music,4,33.47,133.88
C509565,2022-05-03,12486,Germany,P0252,Books,1,12.7,12.7
C509565,2022-05-03,12486,Germany,P0362,Automotive,1,11.17,11.17
C509565,2022-05-03,12486,Germany,P0203,Home & Garden,1,8.06,8.06
C509565,2022-05-03,12486,Germany,P0037,Automotive,1,4.52,4.52
C509565,2022-05-03,12486,Germany,P0308,Baby,1,96.34,96.34
C502369,2022-05-03,10610,Germany,P0174,Food & Grocery,6,48.33,289.98
C502369,2022-05-03,10610,Germany,P0047,Tools,6,7.32,43.92
C502369,2022-05-03,10610,Germany,P0370,Music,4,10.39,41.56
C502369,2022-05-03,10610,Germany,P0274,Automotive,5,7.98,39.9
C502369,2022-05-03,10610,Germany,P0188,Tools,2,9.02,18.04
C502369,2022-05-03,10610,Germany,P0109,Tools,6,16.98,101.88
C502369,2022-05-03,10610,Germany,P0187,Toys,6,10.9,65.4
C502369,2022-05-03,10610,Germany,P0191,Health,2,11.61,23.22
C502369,2022-05-03,10610,Germany,P0073,Office,2,46.08,92.16
C502369,2022-05-03,10610,Germany,P0022,Electronics,4,22.74,90.96
C502369,2022-05-03,10610,Germany,P0155,Office,6,10.95,65.7
C507296,2022-05-04,11886,United Kingdom,P0069,Jewelry,6,3.33,19.98
C507355,2022-05-04,11902,France,P0158,Automotive,4,15.49,61.96
C509535,2022-05-04,12477,Spain,P0260,Automotive,2,5.0,10.0
C508714,2022-05-04,12255,United Kingdom,P0303,Jewelry,5,9.38,46.9
C505321,2022-05-04,11355,France,P0191,Health,6,12.02,72.12
C508981,2022-05-04,12323,United Kingdom,P0233,Music,5,20.6,103.0
C501813,2022-05-04,10469,United Kingdom,P0336,Pet Supplies,5,76.09,380.45
C508997,2022-05-04,12329,France,P0115,Music,6,5.6,33.6
C508997,2022-05-04,12329,France,P0196,Office,3,9.56,28.68
C506643,2022-05-04,11722,United Kingdom,P0091,Books,6,38.2,229.2
C508714,2022-05-04,12255,United Kingdom,P0229,Sports & Outdoors,2,11.15,22.3
C509535,2022-05-04,12477,Spain,P0028,Baby,3,30.73,92.19
C505457,2022-05-04,11389,United Kingdom,P0294,Electronics,4,25.13,100.52
C508714,2022-05-04,12255,United Kingdom,P0160,Toys,3,36.17,108.51
C508714,2022-05-04,12255,United Kingdom,P0268,Tools,1,105.06,105.06
C505321,2022-05-04,11355,France,P0134,Tools,5,15.52,77.6
C505457,2022-05-04,11389,United Kingdom,P0253,Pet Supplies,3,30.97,92.91
C505321,2022-05-04,11355,France,P0140,Food & Grocery,2,11.36,22.72
C505321,2022-05-04,11355,France,P0061,Toys,1,31.94,31.94
C507296,2022-05-04,11886,United Kingdom,P0019,Clothing,6,8.94,53.64
C509339,2022-05-05,12422,Spain,P0186,Office,2,26.11,52.22
C509339,2022-05-05,12422,Spain,P0368,Clothing,5,4.73,23.65
C508771,2022-05-06,12267,France,P0030,Sports & Outdoors,6,7.64,45.84
C504531,2022-05-06,11154,United Kingdom,P0151,Clothing,6,30.72,184.32
C508770,2022-05-06,12267,France,P0038,Home & Garden,3,12.47,37.41
C508771,2022-05-06,12267,France,P0050,Tools,4,45.33,181.32
C508771,2022-05-06,12267,France,P0287,Sports & Outdoors,1,17.62,17.62
C508771,2022-05-06,12267,France,P0334,Beauty,4,10.24,40.96
C508771,2022-05-06,12267,France,P0029,Music,2,8.39,16.78
C504531,2022-05-06,11154,United Kingdom,P0152,Home & Garden,2,18.24,36.48
C505563,2022-05-06,11417,Germany,P0164,Electronics,3,32.84,98.52
C504531,2022-05-06,11154,United Kingdom,P0296,Beauty,1,11.95,11.95
C505563,2022-05-06,11417,Germany,P0291,Health,1,16.52,16.52
C508771,2022-05-06,12267,France,P0237,Jewelry,3,11.28,33.84
C508771,2022-05-06,12267,France,P0360,Music,4,14.79,59.16
C504531,2022-05-06,11154,United Kingdom,P0378,Electronics,5,31.05,155.25
C501586,2022-05-07,10409,United Kingdom,P0182,Jewelry,1,41.79,41.79
C500519,2022-05-07,10139,United Kingdom,P0087,Home & Garden,2,37.77,75.54
C500519,2022-05-07,10139,United Kingdom,P0393,Baby,1,8.93,8.93
C509071,2022-05-07,12347,Germany,P0069,Jewelry,1,3.64,3.64
C509071,2022-05-07,12347,Germany,P0079,Music,1,22.19,22.19
C509071,2022-05-07,12347,Germany,P0103,Music,6,12.35,74.1
C507542,2022-05-07,11958,United Kingdom,P0290,Home & Garden,6,3.02,18.12
C509071,2022-05-07,12347,Germany,P0322,Books,3,73.96,221.88
C500519,2022-05-07,10139,United Kingdom,P0329,Baby,4,7.62,30.48
C500519,2022-05-07,10139,United Kingdom,P0069,Jewelry,1,3.93,3.93
C509071,2022-05-07,12347,Germany,P0260,Automotive,5,4.52,22.6
C507542,2022-05-07,11958,United Kingdom,P0021,Sports & Outdoors,6,24.67,148.02
C502040,2022-05-08,10522,United Kingdom,P0249,Health,1,11.22,11.22
C506337,2022-05-08,11630,United Kingdom,P0140,Food & Grocery,6,11.16,66.96
C505444,2022-05-08,11386,Spain,P0258,Food & Grocery,6,33.78,202.68
C502324,2022-05-09,10599,France,P0283,Toys,5,19.6,98.0
C501544,2022-05-09,10397,United Kingdom,P0300,Home & Garden,2,7.58,15.16
C501056,2022-05-09,10289,Germany,P0253,Pet Supplies,3,31.36,94.08
C501544,2022-05-09,10397,United Kingdom,P0130,Music,5,69.86,349.3
C501865,2022-05-09,10484,United Kingdom,P0316,Health,5,11.57,57.85
C502324,2022-05-09,10599,France,P0113,Jewelry,3,6.39,19.17
C502324,2022-05-09,10599,France,P0323,Electronics,5,14.68,73.4
C501544,2022-05-09,10397,United Kingdom,P0161,Automotive,4,36.3,145.2
C501976,2022-05-09,10507,France,P0320,Food & Grocery,2,5.17,10.34
C501544,2022-05-09,10397,United Kingdom,P0226,Pet Supplies,1,116.95,116.95
C500821,2022-05-10,10226,United Kingdom,P0299,Baby,1,41.07,41.07
C501119,2022-05-10,10304,Germany,P0164,Electronics,4,32.57,130.28
C503985,2022-05-10,11004,United Kingdom,P0263,Home & Garden,3,9.97,29.91
C500821,2022-05-10,10226,United Kingdom,P0114,Toys,4,73.0,292.0
C501119,2022-05-10,10304,Germany,P0396,Food & Grocery,4,25.32,101.28
C503985,2022-05-10,11004,United Kingdom,P0337,Clothing,3,37.95,113.85
C504991,2022-05-10,11271,United Kingdom,P0220,Health,5,62.35,311.75
C504991,2022-05-10,11271,United Kingdom,P0154,Sports & Outdoors,6,53.8,322.8
C504991,2022-05-10,11271,United Kingdom,P0184,Home & Garden,6,9.35,56.1
C500821,2022-05-10,10226,United Kingdom,P0301,Home & Garden,2,27.57,55.14
C509409,2022-05-10,12442,Germany,P0162,Food & Grocery,2,55.51,111.02
C502814,2022-05-11,10724,Germany,P0261,Jewelry,1,54.24,54.24
C508654,2022-05-11,12239,Germany,P0266,Music,3,49.95,149.85
C505168,2022-05-11,11318,Spain,P0054,Toys,5,28.58,142.9
C508654,2022-05-11,12239,Germany,P0322,Books,5,73.12,365.6
C508911,2022-05-11,12307,United Kingdom,P0033,Office,4,33.72,134.88
C508911,2022-05-11,12307,United Kingdom,P0386,Health,4,42.89,171.56
C502814,2022-05-11,10724,Germany,P0256,Toys,2,20.15,40.3
C505663,2022-05-12,11444,United Kingdom,P0017,Food & Grocery,6,9.11,54.66
C507620,2022-05-12,11980,France,P0268,Tools,4,105.23,420.92
C502371,2022-05-13,10610,Germany,P0125,Food & Grocery,3,11.35,34.05
C500766,2022-05-13,10210,Germany,P0211,Toys,2,25.22,50.44
C500766,2022-05-13,10210,Germany,P0351,Automotive,6,29.13,174.78
C500766,2022-05-13,10210,Germany,P0176,Health,2,31.11,62.22
C503664,2022-05-13,10925,United Kingdom,P0265,Office,2,19.84,39.68
C503664,2022-05-13,10925,United Kingdom,P0317,Home & Garden,1,10.76,10.76
C502371,2022-05-13,10610,Germany,P0235,Books,2,89.53,179.06
C503282,2022-05-14,10832,United Kingdom,P0352,Home & Garden,1,10.24,10.24
C503282,2022-05-14,10832,United Kingdom,P0120,Baby,4,48.75,195.0
C506687,2022-05-14,11734,United Kingdom,P0030,Sports & Outdoors,4,7.27,29.08
C506687,2022-05-14,11734,United Kingdom,P0011,Toys,6,8.55,51.3
C505695,2022-05-14,11454,United Kingdom,P0368,Clothing,1,3.95,3.95
C505695,2022-05-14,11454,United Kingdom,P0175,Beauty,3,35.44,106.32
C506687,2022-05-14,11734,United Kingdom,P0072,Automotive,5,11.99,59.95
C507104,2022-05-15,11829,United Kingdom,P0106,Jewelry,2,26.53,53.06
C507104,2022-05-15,11829,United Kingdom,P0150,Clothing,5,34.31,171.55
C507104,2022-05-15,11829,United Kingdom,P0092,Electronics,1,6.13,6.13
C507104,2022-05-15,11829,United Kingdom,P0361,Automotive,3,8.44,25.32
C507104,2022-05-15,11829,United Kingdom,P0148,Home & Garden,6,9.24,55.44
C507104,2022-05-15,11829,United Kingdom,P0080,Toys,3,18.88,56.64
C504880,2022-05-15,11237,United Kingdom,P0130,Music,5,70.28,351.4
C509359,2022-05-15,12429,United Kingdom,P0125,Food & Grocery,2,10.59,21.18
C502811,2022-05-16,10724,Germany,P0312,Books,2,16.14,32.28
C502811,2022-05-16,10724,Germany,P0187,Toys,5,11.68,58.4
C508460,2022-05-16,12189,Germany,P0365,Tools,5,7.56,37.8
C508460,2022-05-16,12189,Germany,P0336,Pet Supplies,1,76.24,76.24
C500985,2022-05-17,10270,United Kingdom,P0343,Office,3,29.2,87.6
C501857,2022-05-17,10480,United Kingdom,P0037,Automotive,2,5.48,10.96
C501057,2022-05-17,10289,Germany,P0244,Toys,5,4.5,22.5
C503989,2022-05-17,11004,United Kingdom,P0341,Books,5,8.39,41.95
C503989,2022-05-17,11004,United Kingdom,P0095,Beauty,1,10.0,10.0
C501057,2022-05-17,10289,Germany,P0380,Baby,4,17.04,68.16
C501857,2022-05-17,10480,United Kingdom,P0335,Baby,5,7.05,35.25
C508622,2022-05-18,12231,Germany,P0264,Clothing,4,67.75,271.0
C504686,2022-05-18,11193,Spain,P0014,Food & Grocery,2,36.55,73.1
C508658,2022-05-18,12240,Germany,P0280,Books,4,14.81,59.24
C508658,2022-05-18,12240,Germany,P0030,Sports & Outdoors,6,7.22,43.32
C508658,2022-05-18,12240,Germany,P0139,Automotive,3,11.92,35.76
C503997,2022-05-18,11004,United Kingdom,P0066,Books,6,12.17,73.02
C504192,2022-05-19,11061,France,P0213,Tools,2,12.92,25.84
C500279,2022-05-19,10077,Germany,P0224,Electronics,6,37.82,226.92
C507543,2022-05-19,11958,United Kingdom,P0246,Home & Garden,1,16.2,16.2
C504192,2022-05-19,11061,France,P0014,Food & Grocery,5,36.8,184.0
C504192,2022-05-19,11061,France,P0309,Beauty,6,18.35,110.1
C501581,2022-05-19,10408,United Kingdom,P0253,Pet Supplies,6,31.16,186.96
C502716,2022-05-19,10701,United Kingdom,P0239,Baby,4,27.96,111.84
C501581,2022-05-19,10408,United Kingdom,P0052,Clothing,5,5.69,28.45
C500515,2022-05-19,10137,United Kingdom,P0029,Music,3,8.41,25.23
C501581,2022-05-19,10408,United Kingdom,P0346,Clothing,6,9.07,54.42
C504192,2022-05-19,11061,France,P0060,Clothing,2,40.85,81.7
C505737,2022-05-20,11465,United Kingdom,P0032,Music,5,14.86,74.3
C503057,2022-05-20,10771,United Kingdom,P0197,Music,6,15.25,91.5
C506763,2022-05-20,11753,Germany,P0021,Sports & Outdoors,3,24.15,72.45
C506763,2022-05-20,11753,Germany,P0274,Automotive,2,8.16,16.32
C503098,2022-05-20,10781,Netherlands,P0006,Pet Supplies,1,6.67,6.67
C505906,2022-05-20,11510,Germany,P0225,Office,6,21.19,127.14
C502373,2022-05-20,10610,Germany,P0287,Sports & Outdoors,6,17.14,102.84
C502373,2022-05-20,10610,Germany,P0233,Music,5,20.4,102.0
C502373,2022-05-20,10610,Germany,P0289,Food & Grocery,2,17.21,34.42
C505737,2022-05-20,11465,United Kingdom,P0071,Office,4,4.24,16.96
C505737,2022-05-20,11465,United Kingdom,P0172,Clothing,2,8.12,16.24
C505737,2022-05-20,11465,United Kingdom,P0256,Toys,3,19.88,59.64
C503057,2022-05-20,10771,United Kingdom,P0193,Tools,4,22.43,89.72
C500950,2022-05-21,10261,United Kingdom,P0382,Music,1,10.06,10.06
C508625,2022-05-21,12231,Germany,P0288,Home & Garden,4,25.05,100.2
C508625,2022-05-21,12231,Germany,P0240,Office,5,6.13,30.65
C500962,2022-05-21,10265,United Kingdom,P0185,Sports & Outdoors,1,13.84,13.84
C500962,2022-05-21,10265,United Kingdom,P0128,Music,2,19.66,39.32
C504747,2022-05-21,11208,United Kingdom,P0373,Baby,2,4.09,8.18
C502051,2022-05-22,10525,Spain,P0322,Books,6,73.96,443.76
C502051,2022-05-22,10525,Spain,P0132,Automotive,2,111.2,222.4
C502051,2022-05-22,10525,Spain,P0073,Office,3,46.09,138.27
C502051,2022-05-22,10525,Spain,P0232,Music,3,9.58,28.74
C503193,2022-05-22,10807,United Kingdom,P0189,Jewelry,1,22.69,22.69
C503193,2022-05-22,10807,United Kingdom,P0240,Office,3,6.08,18.24
C506866,2022-05-22,11775,Germany,P0318,Tools,1,14.11,14.11
C503193,2022-05-22,10807,United Kingdom,P0031,Home & Garden,6,27.09,162.54
C503193,2022-05-22,10807,United Kingdom,P0126,Office,2,19.28,38.56
C503193,2022-05-22,10807,United Kingdom,P0207,Books,4,8.83,35.32
C501090,2022-05-22,10299,Netherlands,P0371,Baby,5,29.7,148.5
C501090,2022-05-22,10299,Netherlands,P0164,Electronics,4,32.65,130.6
C501090,2022-05-22,10299,Netherlands,P0309,Beauty,5,19.05,95.25
C501090,2022-05-22,10299,Netherlands,P0318,Tools,4,14.79,59.16
C503193,2022-05-22,10807,United Kingdom,P0094,Beauty,2,12.28,24.56
C503193,2022-05-22,10807,United Kingdom,P0042,Office,5,21.44,107.2
C503193,2022-05-22,10807,United Kingdom,P0146,Health,6,35.84,215.04
C503193,2022-05-22,10807,United Kingdom,P0398,Food & Grocery,2,19.33,38.66
C507707,2022-05-23,12004,Germany,P0273,Food & Grocery,2,58.26,116.52
C507707,2022-05-23,12004,Germany,P0154,Sports & Outdoors,1,54.02,54.02
C508255,2022-05-23,12134,France,P0227,Jewelry,4,8.87,35.48
C504267,2022-05-23,11083,United Kingdom,P0239,Baby,2,27.38,54.76
C507707,2022-05-23,12004,Germany,P0261,Jewelry,3,53.46,160.38
C507707,2022-05-23,12004,Germany,P0183,Clothing,1,15.65,15.65
C507707,2022-05-23,12004,Germany,P0209,Sports & Outdoors,6,66.7,400.2
C500614,2022-05-24,10166,United Kingdom,P0186,Office,5,25.61,128.05
C507180,2022-05-24,11849,United Kingdom,P0337,Clothing,5,38.32,191.6
C506529,2022-05-24,11688,United Kingdom,P0261,Jewelry,2,54.23,108.46
C507180,2022-05-24,11849,United Kingdom,P0349,Toys,4,91.75,367.0
C500614,2022-05-24,10166,United Kingdom,P0081,Music,1,10.57,10.57
C507180,2022-05-24,11849,United Kingdom,P0243,Automotive,6,12.31,73.86
C500614,2022-05-24,10166,United Kingdom,P0073,Office,6,45.75,274.5
C506529,2022-05-24,11688,United Kingdom,P0307,Office,1,6.21,6.21
C500614,2022-05-24,10166,United Kingdom,P0048,Jewelry,6,24.74,148.44
C507180,2022-05-24,11849,United Kingdom,P0083,Food & Grocery,3,31.15,93.45
C500614,2022-05-24,10166,United Kingdom,P0307,Office,2,6.65,13.3
C500614,2022-05-24,10166,United Kingdom,P0398,Food & Grocery,3,19.28,57.84
C506382,2022-05-24,11643,United Kingdom,P0118,Food & Grocery,4,61.96,247.84
C502463,2022-05-24,10628,United Kingdom,P0244,Toys,2,4.43,8.86
C503991,2022-05-25,11004,United Kingdom,P0306,Music,2,11.07,22.14
C507312,2022-05-25,11889,United Kingdom,P0386,Health,2,42.39,84.78
C507312,2022-05-25,11889,United Kingdom,P0301,Home & Garden,6,28.31,169.86
C505328,2022-05-25,11355,France,P0076,Books,2,9.68,19.36
C505328,2022-05-25,11355,France,P0003,Tools,5,10.22,51.1
C507312,2022-05-25,11889,United Kingdom,P0112,Food & Grocery,5,14.43,72.15
C505173,2022-05-25,11320,France,P0093,Jewelry,6,13.66,81.96
C505173,2022-05-25,11320,France,P0084,Tools,3,3.72,11.16
C507312,2022-05-25,11889,United Kingdom,P0095,Beauty,3,10.14,30.42
C503310,2022-05-25,10839,France,P0096,Office,5,81.61,408.05
C503310,2022-05-25,10839,France,P0287,Sports & Outdoors,3,17.22,51.66
C503310,2022-05-25,10839,France,P0370,Music,4,9.93,39.72
C500982,2022-05-26,10269,United Kingdom,P0204,Books,1,17.77,17.77
C500982,2022-05-26,10269,United Kingdom,P0185,Sports & Outdoors,6,14.03,84.18
C500982,2022-05-26,10269,United Kingdom,P0178,Home & Garden,2,17.72,35.44
C504168,2022-05-27,11055,Netherlands,P0086,Jewelry,1,10.59,10.59
C504168,2022-05-27,11055,Netherlands,P0179,Clothing,2,8.29,16.58
C506708,2022-05-27,11737,Netherlands,P0239,Baby,2,28.11,56.22
C505823,2022-05-28,11487,United Kingdom,P0017,Food & Grocery,5,9.76,48.8
C503759,2022-05-28,10950,United Kingdom,P0199,Clothing,6,64.07,384.42
C505583,2022-05-28,11421,United Kingdom,P0266,Music,1,49.47,49.47
C503083,2022-05-28,10777,United Kingdom,P0175,Beauty,4,35.55,142.2
C503837,2022-05-28,10971,Germany,P0394,Clothing,6,29.59,177.54
C501705,2022-05-28,10437,United Kingdom,P0094,Beauty,6,12.63,75.78
C501546,2022-05-29,10397,United Kingdom,P0084,Tools,1,3.14,3.14
C504356,2022-05-29,11107,United Kingdom,P0261,Jewelry,1,53.98,53.98
C504356,2022-05-29,11107,United Kingdom,P0209,Sports & Outdoors,6,66.79,400.74
C504356,2022-05-29,11107,United Kingdom,P0062,Sports & Outdoors,4,13.91,55.64
C509530,2022-05-29,12476,Netherlands,P0305,Sports & Outdoors,3,7.78,23.34
C501546,2022-05-29,10397,United Kingdom,P0024,Music,1,18.76,18.76
C501546,2022-05-29,10397,United Kingdom,P0117,Jewelry,4,20.69,82.76
C500934,2022-05-29,10255,Netherlands,P0064,Toys,4,9.03,36.12
C500934,2022-05-29,10255,Netherlands,P0358,Home & Garden,6,22.37,134.22
C501546,2022-05-29,10397,United Kingdom,P0192,Automotive,5,12.53,62.65
C505176,2022-05-29,11321,Netherlands,P0392,Baby,4,2.5,10.0
C507106,2022-05-30,11830,United Kingdom,P0391,Clothing,4,62.39,249.56
C507106,2022-05-30,11830,United Kingdom,P0024,Music,1,18.84,18.84
C507106,2022-05-30,11830,United Kingdom,P0121,Pet Supplies,5,18.44,92.2
C509045,2022-05-30,12340,United Kingdom,P0272,Baby,5,31.76,158.8
C506972,2022-05-30,11800,United Kingdom,P0067,Automotive,1,19.11,19.11
C509045,2022-05-30,12340,United Kingdom,P0021,Sports & Outdoors,3,23.92,71.76
C509045,2022-05-30,12340,United Kingdom,P0296,Beauty,4,11.48,45.92
C507106,2022-05-30,11830,United Kingdom,P0340,Health,2,19.25,38.5
C503883,2022-05-30,10982,Netherlands,P0379,Home & Garden,1,4.23,4.23
C503883,2022-05-30,10982,Netherlands,P0155,Office,4,11.06,44.24
C503883,2022-05-30,10982,Netherlands,P0010,Clothing,4,48.34,193.36
C507106,2022-05-30,11830,United Kingdom,P0076,Books,6,9.7,58.2
C503883,2022-05-30,10982,Netherlands,P0215,Pet Supplies,6,18.39,110.34
C506972,2022-05-30,11800,United Kingdom,P0154,Sports & Outdoors,3,53.36,160.08
C506868,2022-05-31,11775,Germany,P0325,Beauty,6,23.95,143.7
C507076,2022-05-31,11819,United Kingdom,P0300,Home & Garden,1,8.22,8.22
C506868,2022-05-31,11775,Germany,P0335,Baby,5,6.86,34.3
C506868,2022-05-31,11775,Germany,P0371,Baby,1,29.37,29.37
C506868,2022-05-31,11775,Germany,P0042,Office,5,20.96,104.8
C507076,2022-05-31,11819,United Kingdom,P0021,Sports & Outdoors,2,24.3,48.6
C503515,2022-06-01,10893,Netherlands,P0018,Food & Grocery,5,8.13,40.65
C503434,2022-06-01,10870,Spain,P0334,Beauty,4,10.93,43.72
C503434,2022-06-01,10870,Spain,P0242,Music,6,49.46,296.76
C500179,2022-06-01,10045,Netherlands,P0258,Food & Grocery,4,33.36,133.44
C508591,2022-06-01,12221,United Kingdom,P0382,Music,5,10.67,53.35
C503515,2022-06-01,10893,Netherlands,P0006,Pet Supplies,4,7.03,28.12
C503515,2022-06-01,10893,Netherlands,P0181,Tools,2,10.72,21.44
C503515,2022-06-01,10893,Netherlands,P0009,Office,2,35.37,70.74
C503515,2022-06-01,10893,Netherlands,P0153,Health,3,19.65,58.95
C505022,2022-06-02,11280,United Kingdom,P0053,Music,1,8.14,8.14
C509531,2022-06-02,12476,Netherlands,P0064,Toys,1,9.19,9.19
C509531,2022-06-02,12476,Netherlands,P0341,Books,4,8.88,35.52
C509531,2022-06-02,12476,Netherlands,P0108,Jewelry,1,8.14,8.14
C503155,2022-06-02,10796,United Kingdom,P0370,Music,5,10.3,51.5
C506189,2022-06-02,11589,United Kingdom,P0084,Tools,4,3.46,13.84
C503155,2022-06-02,10796,United Kingdom,P0374,Automotive,2,5.01,10.02
C508520,2022-06-02,12204,United Kingdom,P0112,Food & Grocery,2,14.41,28.82
C504879,2022-06-02,11237,United Kingdom,P0188,Tools,5,9.35,46.75
C502084,2022-06-03,10533,Germany,P0387,Toys,2,11.4,22.8
C508465,2022-06-03,12190,United Kingdom,P0062,Sports & Outdoors,5,13.89,69.45
C508465,2022-06-03,12190,United Kingdom,P0322,Books,6,73.96,443.76
C508465,2022-06-03,12190,United Kingdom,P0158,Automotive,5,15.49,77.45
C507128,2022-06-03,11834,Germany,P0076,Books,6,9.7,58.2
C508465,2022-06-03,12190,United Kingdom,P0020,Beauty,3,16.88,50.64
C503527,2022-06-03,10893,Netherlands,P0191,Health,1,11.73,11.73
C504499,2022-06-03,11145,Spain,P0165,Home & Garden,3,14.05,42.15
C504499,2022-06-03,11145,Spain,P0113,Jewelry,5,5.92,29.6
C507128,2022-06-03,11834,Germany,P0367,Office,2,34.11,68.22
C503527,2022-06-03,10893,Netherlands,P0066,Books,1,11.78,11.78
C507110,2022-06-04,11830,United Kingdom,P0293,Electronics,3,31.92,95.76
C507110,2022-06-04,11830,United Kingdom,P0269,Health,2,81.29,162.58
C505394,2022-06-04,11375,Germany,P0117,Jewelry,2,20.05,40.1
